상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220800800619,참편한공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11650,서초구,11650600,방배1동,1165010100,방배동,1165010100109270035,1,대지,927,35,서울특별시 서초구 방배동 927-35,116504163255,서울특별시 서초구 방배로19길,25,,1165010100109270035014757,,서울특별시 서초구 방배로19길 25,137843,06682,,1,,126.993690874112,37.4848437764076
MA010120220803649129,진미용실,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11230,동대문구,11230533,용두동,1123010200,용두동,1123010200100390112,1,대지,39,112,서울특별시 동대문구 용두동 39-112,112304115533,서울특별시 동대문구 천호대로35길,25,,1123010200100390112038626,,서울특별시 동대문구 천호대로35길 25,130817,02564,,,,127.041409336096,37.5744593104203
MA010120220801202388,인제약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11260,중랑구,11260590,상봉2동,1126010200,상봉동,1126010200101290003,1,대지,129,3,서울특별시 중랑구 상봉동 129-3,112603005032,서울특별시 중랑구 망우로,214,,1126010200101290084016339,,서울특별시 중랑구 망우로 214,131861,02121,,1,,127.076634955002,37.5937409699733
MA010120220810376929,법무법인청연,,M1,과학·기술,M103,법무관련 ,M10301,변호사,M71101,변호사업,11,서울특별시,11650,서초구,11650530,서초3동,1165010800,서초동,1165010800116000003,1,대지,1600,3,서울특별시 서초구 서초동 1600-3,116503121024,서울특별시 서초구 서초중앙로,53,,1165010800116000003021041,대림빌딩,서울특별시 서초구 서초중앙로 53,137953,06654,,7,,127.015004299235,37.4865368877443
MA010120220812980424,사이커뮤니케이션,,M1,과학·기술,M105,광고,M10504,광고물 설계/제작업,M71393,광고물 문안; 도안; 설계 등 작성업,11,서울특별시,11140,중구,11140635,약수동,1114016200,신당동,1114016200103680089,1,대지,368,89,서울특별시 중구 신당동 368-89,111403101014,서울특별시 중구 다산로,108,,1114016200103680089007424,청라빌딩,서울특별시 중구 다산로 108,100827,04597,,3,,127.010151378794,37.5534458919677
MA010120220803471328,R&C공인중개사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11440,마포구,11440600,대흥동,1144011000,노고산동,1144011000100310157,1,대지,31,157,서울특별시 마포구 노고산동 31-157,114403005016,서울특별시 마포구 백범로,21,,1144011000100310157007224,에버빌딩,서울특별시 마포구 백범로 21,121806,04108,,2,,126.937541783946,37.5528621803678
MA010120220812387470,뷰티하우스,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,11,서울특별시,11260,중랑구,11260600,중화1동,1126010300,중화동,1126010300102870007,1,대지,287,7,서울특별시 중랑구 중화동 287-7,112603000001,서울특별시 중랑구 동일로,790,,1126010300102870007013434,,서울특별시 중랑구 동일로 790,131876,02088,,1,,127.079835882094,37.6010458853003
MA010120220803663767,내셔널지오그래픽,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,11,서울특별시,11230,동대문구,11230560,전농1동,1123010400,전농동,1123010400105910052,1,대지,591,52,서울특별시 동대문구 전농동 591-52,112303105008,서울특별시 동대문구 왕산로,210,,1123010400105910053000001,롯데청량리,서울특별시 동대문구 왕산로 210,130851,02555,,5,,127.046518589705,37.5806292178592
MA010120220812223692,바로공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100350005,1,대지,35,5,서울특별시 영등포구 여의도동 35-5,115603118019,서울특별시 영등포구 여의나루로,42,,1156011000100350005031610,,서울특별시 영등포구 여의나루로 42,150885,07328,,3,,126.924966167732,37.5214730201695
MA010120220803587331,백두권투체육관,,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,11,서울특별시,11305,강북구,11305545,송중동,1130510100,미아동,1130510100101310005,1,대지,131,5,서울특별시 강북구 미아동 131-5,113053005039,서울특별시 강북구 도봉로,154,,1130510100101310005018680,,서울특별시 강북구 도봉로 154,142809,01160,,2,,127.028035556849,37.6225311154822
MA010120220804211477,클라쎄오토용산한강대로지점,,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,G45110,자동차 신품 판매업,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400100980038,1,대지,98,38,서울특별시 용산구 갈월동 98-38,111702005005,서울특별시 용산구 한강대로,257,,1117010400100980038028627,,서울특별시 용산구 한강대로 257,140759,04322,,,,126.97256066785,37.5412436154977
MA010120220804977211,제이앤제이스포텍,,R1,예술·스포츠,R103,스포츠 서비스,R10311,골프 연습장,R91136,골프 연습장 운영업,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200142170000,1,대지,4217,,서울특별시 영등포구 신길동 4217,115603118005,서울특별시 영등포구 대방천로,258,,1156013200142170000000001,보라매골프존,서울특별시 영등포구 대방천로 258,150859,07433,,1,,126.919436578899,37.498493766473
MA010120220812631906,그믐,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11170,용산구,11170625,한강로동,1117012500,한강로2가,1117012500100740002,1,대지,74,2,서울특별시 용산구 한강로2가 74-2,111704106430,서울특별시 용산구 한강대로40길,33,,1117012500100740002013439,성산빌딩,서울특별시 용산구 한강대로40길 33,140872,04382,,4,,126.971195758394,37.5302510827769
MA010120220800206919,윌리엄스파,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440600,대흥동,1144010800,대흥동,1144010800100120027,1,대지,12,27,서울특별시 마포구 대흥동 12-27,114403005057,서울특별시 마포구 신촌로,170,,1144010800100120136000001,이대역푸르지오시티상가,서울특별시 마포구 신촌로 170,121808,04104,,,,126.944374623571,37.5563524579851
MA010120220808458321,흑산도홍탁,,I2,음식,I201,한식,I20111,횟집,I56111,한식 일반 음식점업,11,서울특별시,11305,강북구,11305645,우이동,1130510300,수유동,1130510300102800031,1,대지,280,31,서울특별시 강북구 수유동 280-31,113053108006,서울특별시 강북구 419로,23,1,1130510300102800031005635,,서울특별시 강북구 419로 23-1,142881,01026,,1,,127.011614561204,37.6474371126824
MA010120220808819399,르와이용원,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96111,이용업,11,서울특별시,11680,강남구,11680656,도곡2동,1168011800,도곡동,1168011800104670006,1,대지,467,6,서울특별시 강남구 도곡동 467-6,116804166604,서울특별시 강남구 언주로30길,13,,1168011800104670006000001,대림아크로빌,서울특별시 강남구 언주로30길 13,135971,06292,,1,,127.050678752026,37.488139775564
MA010120220811482011,하수구막힘싱크대막힘,,N1,시설관리·임대,N102,청소·방제,N10203,소독; 구충 및 방제 서비스업,N74220,소독; 구충 및 방제 서비스업,11,서울특별시,11320,도봉구,11320670,쌍문2동,1132010500,쌍문동,1132010500107160000,1,대지,716,,서울특별시 도봉구 쌍문동 716,113204127222,서울특별시 도봉구 방학로3길,71,,1132010500107160000006518,,서울특별시 도봉구 방학로3길 71,132896,01392,,,,127.040017356637,37.6597563388699
MA010120220808142839,효성보습학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11530,구로구,11530780,오류2동,1153010800,오류동,1153010800102450001,1,대지,245,1,서울특별시 구로구 오류동 245-1,115304148431,서울특별시 구로구 오리로13길,64,,1153010800102450001002873,,서울특별시 구로구 오리로13길 64,152902,08358,,2,,126.830685978977,37.4883446757301
MA010120220804812585,서울적산주,,M1,과학·기술,M109,기술 서비스,M10901,건축 설계 및 관련 서비스업,M72111,건축 설계 및 관련 서비스업,11,서울특별시,11650,서초구,11650652,양재2동,1165010200,양재동,1165010200102830004,1,대지,283,4,서울특별시 서초구 양재동 283-4,116503121022,서울특별시 서초구 논현로,53,,1165010200102830004002706,대고빌딩,서울특별시 서초구 논현로 53,137895,06782,,6,,127.04683747138,37.4750857424856
MA010120220812561108,푸라닭,영등포점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010400,영등포동3가,1156010400100120004,1,대지,12,4,서울특별시 영등포구 영등포동3가 12-4,115603000028,서울특별시 영등포구 경인로,877,1,1156010400100120004000001,,서울특별시 영등포구 경인로 877-1,150030,07303,,,,126.910072404026,37.5178045477212
MA010120220808066673,솔밭집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11500,강서구,11500591,화곡6동,1150010300,화곡동,1150010300111040005,1,대지,1104,5,서울특별시 강서구 화곡동 1104-5,115004145435,서울특별시 강서구 우장산로16길,20,,1150010300111040005014985,,서울특별시 강서구 우장산로16길 20,157916,07686,,1,,126.849361039909,37.5524402289573
MA010120220802511878,역전할머니맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11290,성북구,11290725,월곡2동,1129013700,상월곡동,1129013700100690002,1,대지,69,2,서울특별시 성북구 상월곡동 69-2,112904121514,서울특별시 성북구 장월로1길,74,,1129013700100690002015454,,서울특별시 성북구 장월로1길 74,136132,02748,,2,,127.044371072119,37.6055965277208
MA010120220804134184,리얼에스테이트,코리아,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11560,영등포구,11560550,당산1동,1156011300,당산동3가,1156011300103950025,1,대지,395,25,서울특별시 영등포구 당산동3가 395-25,115604154069,서울특별시 영등포구 국회대로28길,17,,1156011300103950025031013,한얼빌딩,서울특별시 영등포구 국회대로28길 17,150804,07256,,,,126.894279521373,37.5271168414304
MA010120220802926711,핫오리건대,2호점,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56121,중식 음식점업,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1121510500100090031,1,대지,9,31,서울특별시 광진구 자양동 9-31,112154112196,서울특별시 광진구 동일로20길,72,,1121510500100090031015037,,서울특별시 광진구 동일로20길 72,143841,05072,,1,,127.067460226867,37.5402184147
MA010120220804175241,현성세무회계,,M1,과학·기술,M104,회계·세무,M10402,세무사,M71202,세무사업,11,서울특별시,11650,서초구,11650530,서초3동,1165010800,서초동,1165010800115990011,1,대지,1599,11,서울특별시 서초구 서초동 1599-11,116503121024,서울특별시 서초구 서초중앙로,63,,1165010800115990011020984,리더스빌딩,서울특별시 서초구 서초중앙로 63,137912,06651,,,,127.014473024653,37.4873208310814
MA010120220800649784,미도파시계부,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,11,서울특별시,11380,은평구,11380520,불광1동,1138010300,불광동,1138010300103080001,1,대지,308,1,서울특별시 은평구 불광동 308-1,113803000008,서울특별시 은평구 통일로,842,,1138010300103080019045759,,서울특별시 은평구 통일로 842,122756,03350,,,,126.922059505188,37.6186885188328
MA010120220808769292,한국종합건재,,G2,소매,G210,철물·건설자재 소매,G21001,철물/공구 소매업,G47511,철물 및 난방용구 소매업,11,서울특별시,11260,중랑구,11260520,면목2동,1126010100,면목동,1126010100101910034,1,대지,191,34,서울특별시 중랑구 면목동 191-34,112603106002,서울특별시 중랑구 봉우재로,19,,1126010100101910034027865,,서울특별시 중랑구 봉우재로 19,131824,02127,,2,,127.075532796657,37.5899665244887
MA010120220814121200,호암공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11740,강동구,11740640,성내1동,1174010800,성내동,1174010800103200013,1,대지,320,13,서울특별시 강동구 성내동 320-13,117404172415,서울특별시 강동구 천호옛길,23,,1174010800103200013000001,랠리빌딩,서울특별시 강동구 천호옛길 23,134851,05391,,,,127.121781227873,37.5317505381953
MA010120220801868901,모란봉베어커리,,I2,음식,I205,동남아시아,I20599,기타 동남아식 전문,I56191,제과점업,11,서울특별시,11320,도봉구,11320522,도봉2동,1132010800,도봉동,1132010800106340011,1,대지,634,11,서울특별시 도봉구 도봉동 634-11,113203109006,서울특별시 도봉구 마들로,684,3,1132010800106340011009596,,서울특별시 도봉구 마들로 684-3,132822,01325,,,,127.046858584895,37.6714305296343
MA010120220803147447,아토트리니티,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100106820005,1,대지,682,5,서울특별시 용산구 한남동 682-5,111704106321,서울특별시 용산구 이태원로54길,5,,1117013100106820005005848,,서울특별시 용산구 이태원로54길 5,140892,04399,,,,127.001934814687,37.5380482373772
MA010120220803947291,은성상회,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11305,강북구,11305555,송천동,1130510100,미아동,1130510100100600005,1,대지,60,5,서울특별시 강북구 미아동 60-5,113053005039,서울특별시 강북구 도봉로,45,,1130510100100600005024956,,서울특별시 강북구 도봉로 45,142724,01211,,,,127.029447791009,37.6131424758392
MA010120220803915596,티엠슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1121510300105460004,1,대지,546,4,서울특별시 광진구 구의동 546-4,112154112040,서울특별시 광진구 광나루로56길,85,,1121510300105460004009814,테크노-마트,서울특별시 광진구 광나루로56길 85,143721,05116,,1,,127.095696795724,37.5357209382758
MA010120220806670073,솔베리엔코,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,채소; 과실 및 뿌리작물 소매업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109670002,1,대지,967,2,서울특별시 강남구 대치동 967-2,116803122008,서울특별시 강남구 역삼로,550,,1168010600109670002012400,원영빌딩,서울특별시 강남구 역삼로 550,135848,06187,,7,,127.06325469307,37.5043518298006
MA010120220800490728,해성사우나,,S2,수리·개인,S208,욕탕·신체관리,S20801,목욕탕/사우나,S96121,욕탕업,11,서울특별시,11500,강서구,11500630,방화1동,1150010900,방화동,1150010900105690012,1,대지,569,12,서울특별시 강서구 방화동 569-12,115003115008,서울특별시 강서구 양천로,72,,1150010900105690012004717,,서울특별시 강서구 양천로 72,157847,07604,,,,126.811782041619,37.5732173166195
MA010120220807111635,종합문화사,,M1,과학·기술,M114,인쇄·제품제작,M11401,명함/간판/광고물 제작,C18111,경 인쇄업,11,서울특별시,11590,동작구,11590605,흑석동,1159010500,흑석동,1159010500101900033,1,대지,190,33,서울특별시 동작구 흑석동 190-33,115903119010,서울특별시 동작구 흑석로,85,5,1159010500101900033017775,,서울특별시 동작구 흑석로 85-5,156861,06910,,1,,126.959181929101,37.5073981007338
MA010120220806606482,라이브온어스,,M1,과학·기술,M105,광고,M10504,광고물 설계/제작업,M71393,광고물 문안; 도안; 설계 등 작성업,11,서울특별시,11440,마포구,11440555,아현동,1144010200,공덕동,1144010200101820013,1,대지,182,13,서울특별시 마포구 공덕동 182-13,114404139137,서울특별시 마포구 마포대로11길,46,,1144010200101820013002218,영선홍빌딩,서울특별시 마포구 마포대로11길 46,121802,04132,,1,,126.951724147398,37.5493999875069
MA010120220803973194,엔씨구로링스,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,11,서울특별시,11530,구로구,11530560,구로5동,1153010200,구로동,1153010200105730000,1,대지,573,,서울특별시 구로구 구로동 573,115303116005,서울특별시 구로구 구로중앙로,152,,1153010200105730000020642,NC백화점,서울특별시 구로구 구로중앙로 152,152715,08292,,3,,126.88276951089,37.5011570773203
MA010120220808627615,넘버나인,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11560,영등포구,11560710,대림2동,1156013300,대림동,1156013300110810005,1,대지,1081,5,서울특별시 영등포구 대림동 1081-5,115603000026,서울특별시 영등포구 디지털로,356,,1156013300110810005003531,,서울특별시 영등포구 디지털로 356,150825,07447,,2,,126.899952689955,37.4892255335423
MA010120220806958758,셀프빨래방워시쿱홍익점·아이스크림할인점,,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,11,서울특별시,11200,성동구,11200535,왕십리도선동,1120010300,홍익동,1120010300103730003,1,대지,373,3,서울특별시 성동구 홍익동 373-3,112004109252,서울특별시 성동구 무학로6길,7,,1120010300103730003023156,,서울특별시 성동구 무학로6길 7,133881,04707,,1,,127.030945718833,37.5654165232841
MA010120220800276502,호프자리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11170,용산구,11170555,청파동,1117010800,서계동,1117010800102670005,1,대지,267,5,서울특별시 용산구 서계동 267-5,111703101016,서울특별시 용산구 만리재로,138,,1117010800102670005000001,,서울특별시 용산구 만리재로 138,140830,04305,,2,,126.962767896357,37.5515663822715
MA010120220808362725,수소에너지네트워크,,G2,소매,G214,연료 소매,G21402,가스 충전소,G47712,운송장비용 가스 충전업,11,서울특별시,11680,강남구,11680656,도곡2동,1168011800,도곡동,1168011800104100009,1,대지,410,9,서울특별시 강남구 도곡동 410-9,116803121022,서울특별시 강남구 논현로,172,,1168011800104100009001025,,서울특별시 강남구 논현로 172,135854,06296,,,,127.041970446321,37.4849536213232
MA010120220800752833,믹스에이,,M1,과학·기술,M105,광고,M10599,기타 광고 관련 서비스업,M71399,그 외 기타 광고 관련 서비스업,11,서울특별시,11530,구로구,11530540,구로3동,1153010200,구로동,1153010200101970010,1,대지,197,10,서울특별시 구로구 구로동 197-10,115304148340,서울특별시 구로구 디지털로33길,55,,1153010200101970010022767,이앤씨벤처드림타워2차,서울특별시 구로구 디지털로33길 55,152719,08376,,9,,126.893047425116,37.4867597335997
MA010120220804027911,압구정에비뉴성형외과의원,,Q1,보건의료,Q102,의원,Q10208,성형외과 의원,Q86201,일반의원,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1168010700105850000,1,대지,585,,서울특별시 강남구 신사동 585,116803121022,서울특별시 강남구 논현로,833,,1168010700105850014010779,재경빌딩,서울특별시 강남구 논현로 833,135892,06032,,5,,127.027896394712,37.5228270439037
MA010120220813048857,베라에스더블유,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106660015,1,대지,666,15,서울특별시 강남구 역삼동 666-15,116804166347,서울특별시 강남구 봉은사로30길,43,,1168010100106660015000001,홍인빌딩,서울특별시 강남구 봉은사로30길 43,135914,06136,,2,,127.03623621424,37.5047596500491
MA010120220801049685,깐부치킨마곡역7번,출구점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11500,강서구,11500611,발산1동,1150010500,마곡동,1150010500107980006,1,대지,798,6,서울특별시 강서구 마곡동 798-6,115003155045,서울특별시 강서구 마곡중앙로,59,17,1150010500107980006000001,류마타워,서울특별시 강서구 마곡중앙로 59-17,157210,07807,,1,,126.824799600737,37.5589115341357
MA010120220800029223,콩지pot지,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110600,가회동,1111014700,재동,1111014700100340001,1,대지,34,1,서울특별시 종로구 재동 34-1,111103100004,서울특별시 종로구 북촌로,21,15,1111014700100340001000001,,서울특별시 종로구 북촌로 21-15,110260,03060,,,,126.984377192683,37.5788353620955
MA010120220813616310,데시앙플렉스2층21호,,G2,소매,G209,섬유·의복·신발 소매,G20909,실/섬유제품 소매업,G47429,섬유 원단; 실 및 기타 섬유제품 소매업,11,서울특별시,11500,강서구,11500535,등촌3동,1150010200,등촌동,1150010200100140007,1,대지,14,7,서울특별시 강서구 등촌동 14-7,115003115008,서울특별시 강서구 양천로,424,,1150010200100140007025265,데시앙플렉스,서울특별시 강서구 양천로 424,157757,07573,,2,,126.847967741267,37.5642324858062
MA010120220808843701,엠투건축기술사,,M1,과학·기술,M109,기술 서비스,M10903,건물 및 토목 엔지니어링 서비스업,M72121,건물 및 토목 엔지니어링 서비스업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100130021,1,대지,13,21,서울특별시 영등포구 여의도동 13-21,115604154092,서울특별시 영등포구 국회대로74길,20,,1156011000100130021037283,맨하탄,서울특별시 영등포구 국회대로74길 20,150870,07238,,,,126.921552688369,37.5295978403373
MA010120220804487589,환경건축포럼건축사사무소주,,M1,과학·기술,M109,기술 서비스,M10901,건축 설계 및 관련 서비스업,M72111,건축 설계 및 관련 서비스업,11,서울특별시,11650,서초구,11650652,양재2동,1165010200,양재동,1165010200102780003,1,대지,278,3,서울특별시 서초구 양재동 278-3,116504163491,서울특별시 서초구 언남19길,11,,1165010200102780003002816,,서울특별시 서초구 언남19길 11,137895,06775,,,,127.045617002282,37.4758971287827
MA010120220800582132,로그인,상암점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11440,마포구,11440740,상암동,1144012700,상암동,1144012700100120010,1,대지,12,10,서울특별시 마포구 상암동 12-10,114404139543,서울특별시 마포구 월드컵북로44길,78,,1144012700100120010018622,,서울특별시 마포구 월드컵북로44길 78,121830,03927,,,,126.893687244983,37.5777343608167
MA010120220809909650,영등포횟집,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010400,영등포동3가,1156010400100100038,1,대지,10,38,서울특별시 영등포구 영등포동3가 10-38,115604154815,서울특별시 영등포구 영중로4길,14,,1156010400100100038035783,,서울특별시 영등포구 영중로4길 14,150030,07304,,1,,126.907822109232,37.5172171609405
MA010120220814140522,메가엠지씨커피용문,시장점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11170,용산구,11170590,용문동,1117012100,용문동,1117012100100280085,1,대지,28,85,서울특별시 용산구 용문동 28-85,111703005018,서울특별시 용산구 새창로,108,1,1117012100100280085015998,,서울특별시 용산구 새창로 108-1,140832,04356,,1,,126.960014007458,37.5377171234571
MA010120220809647521,가마로강정신길,삼거리점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560515,영등포본동,1156013200,신길동,1156013200101020008,1,대지,102,8,서울특별시 영등포구 신길동 102-8,115604154739,서울특별시 영등포구 영등포로64길,8,,1156013200101700007015233,,서울특별시 영등포구 영등포로64길 8,150774,07317,,1,,126.916647921857,37.5147009093711
MA010120220800101936,업소명없음,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,11,서울특별시,11110,종로구,11110530,사직동,1111010700,적선동,1111010700100800000,1,대지,80,,서울특별시 종로구 적선동 80,111103100005,서울특별시 종로구 사직로,130,,1111010700100800000027421,현대아케이드,서울특별시 종로구 사직로 130,110756,03170,,,,126.973329256943,37.5753645549047
MA010120220813864926,데시데유-어패럴,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11350,노원구,11350640,상계2동,1135010500,상계동,1135010500107130000,1,대지,713,,서울특별시 노원구 상계동 713,113503000001,서울특별시 노원구 동일로,1414,,1135010500107130000007605,롯데백화점,서울특별시 노원구 동일로 1414,139708,01695,,4,,127.061399323311,37.6552782771043
MA010120220810816625,피맥하우스,,I2,음식,I210,기타 간이,I21003,피자,I56211,일반 유흥 주점업,11,서울특별시,11560,영등포구,11560550,당산1동,1156011300,당산동3가,1156011300102230003,1,대지,223,3,서울특별시 영등포구 당산동3가 223-3,115604154109,서울특별시 영등포구 당산로30길,5,,1156011300102230003028789,,서울특별시 영등포구 당산로30길 5,150803,07257,,,,126.897336029043,37.5256689251667
MA010120220807138011,스타스터디카페,,R1,예술·스포츠,R102,도서관·사적지,R10202,독서실/스터디 카페,R90212,독서실 운영업,11,서울특별시,11470,양천구,11470680,신정7동,1147010100,신정동,1147010100101740001,1,대지,174,1,서울특별시 양천구 신정동 174-1,114704142095,서울특별시 양천구 목동남로4길,38,,1147010100101740001000567,예은빌딩,서울특별시 양천구 목동남로4길 38,158850,08104,,2,,126.866470514874,37.5089334690018
MA010120220808450754,딱부동산공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11500,강서구,11500603,가양1동,1150010500,마곡동,1150010500107950007,1,대지,795,7,서울특별시 강서구 마곡동 795-7,115003155054,서울특별시 강서구 마곡중앙6로,93,,1150010500107950007000001,열린프라자,서울특별시 강서구 마곡중앙6로 93,157805,07803,,11,,126.837699287621,37.5601373059004
MA010120220807132760,이스트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103800016,1,대지,380,16,서울특별시 마포구 서교동 380-16,114404139418,서울특별시 마포구 양화로11길,24,,1144012000103800016010537,,서울특별시 마포구 양화로11길 24,121894,04034,,,,126.915689331293,37.5523620601197
MA010120220806578876,락진푸드,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1121510900103460037,1,대지,346,37,서울특별시 광진구 군자동 346-37,112153104005,서울특별시 광진구 군자로,83,,1121510900103460037019266,,서울특별시 광진구 군자로 83,143840,05002,,1,,127.070898517257,37.5506049189532
MA010120220804466988,시가샵,코리아,G2,소매,G207,담배 소매,G20701,담배/전자담배 소매업,G47222,담배 소매업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106900010,1,대지,690,10,서울특별시 강남구 역삼동 690-10,116804166353,서울특별시 강남구 봉은사로44길,59,,1168010100106900010021972,명칭없음,서울특별시 강남구 봉은사로44길 59,135917,06146,,1,,127.042321461442,37.5058928932433
MA010120220803564689,화이트잉크,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1168010700105470005,1,대지,547,5,서울특별시 강남구 신사동 547-5,116804166161,서울특별시 강남구 논현로175길,75,,1168010700105470005010542,,서울특별시 강남구 논현로175길 75,135890,06029,,,,127.023054940148,37.5236570105451
MA010120220809139162,엘림세탁,,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,11,서울특별시,11470,양천구,11470620,신정1동,1147010100,신정동,1147010100110280020,1,대지,1028,20,서울특별시 양천구 신정동 1028-20,114704142348,서울특별시 양천구 은행정로5길,34,,1147010100110280020006450,,서울특별시 양천구 은행정로5길 34,158861,08082,,1,,126.855996641021,37.5209855961368
MA010120220807131524,진헤어룸,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11560,영등포구,11560650,신길3동,1156013200,신길동,1156013200102270015,1,대지,227,15,서울특별시 영등포구 신길동 227-15,115604154530,서울특별시 영등포구 신길로41길,10,,1156013200102270015013282,,서울특별시 영등포구 신길로41길 10,150846,07385,,1,,126.909903213331,37.5079924867194
